#Frame            H-O        H-OG1        H2N-O      H2N-OG1
    1896       3.4209       2.4122       2.8028       2.8911
    1897       3.4610       2.5324       2.5945       2.7736
    1898       3.4902       2.3034       2.0664       2.2775
    1899       3.3608       2.3161       1.9241       2.4889
    1900       3.1420       2.3405       2.9271       3.1702
    1901       3.0336       2.1916       3.1645       2.9789
    1902       2.6014       2.4995       2.3097       2.9245
    1903       3.5522       2.3890       2.0966       2.6399
    1904       3.2661       2.2730       2.2094       2.7325
    1905       3.1800       2.3581       2.2710       2.4636
    1906       3.1395       2.2872       1.9778       2.5088
    1907       3.1963       2.2053       2.8461       2.4073
    1908       3.0867       2.1160       2.8313       2.4298
    1909       3.2939       2.1776       2.8873       2.5670
    1910       3.1458       2.3171       2.3852       2.4351
    1911       3.3676       2.3371       3.5714       2.8882
    1912       3.1604       2.3008       3.5169       2.7035
    1913       2.9959       2.2877       2.0717       2.5330
    1914       3.5838       2.5325       2.0472       2.6104
    1915       3.0684       2.1666       2.0697       2.4888
    1916       2.9558       2.3639       2.7695       2.4387
    1917       3.1099       2.2049       2.9910       2.6714
    1918       3.5062       2.5682       3.2148       2.5839
    1919       3.0597       2.1980       2.1034       2.4585
    1920       3.0469       2.5617       2.1577       2.4262
    1921       3.2398       2.2030       2.5444       2.7266
    1922       3.1585       2.0557       2.9890       2.8007
    1923       3.0068       2.2526       2.2609       2.4146
    1924       3.1419       2.1581       3.7535       3.3942
    1925       2.8738       2.3035       3.0187       2.7968
    1926       3.4170       2.4003       2.3637       2.4080
    1927       3.2062       2.5032       1.9848       2.5470
    1928       2.5057       3.0162       2.2082       2.3193
    1929       2.5441       2.8994       2.5332       2.5575
    1930       2.6067       2.8085       2.9575       2.9707
    1931       2.8720       2.3507       3.6372       3.3330
    1932       3.0928       2.2615       2.7131       2.7983
    1933       2.9311       2.4261       1.9127       2.5771
    1934       3.3581       2.5693       2.4925       2.3994
    1935       3.0017       2.2989       2.4211       2.5799
    1936       3.0120       2.2543       2.0329       2.3955
    1937       2.9998       2.1503       2.8513       2.7758
    1938       3.0410       2.1393       2.3724       2.6645
    1939       3.2553       2.7474       2.5137       2.5488
    1940       2.8683       2.6369       1.9687       2.6732
    1941       2.9285       2.2933       2.4095       2.3457
    1942       3.4095       2.6603       2.6025       2.6370
    1943       3.1470       2.5515       2.2468       2.5084
    1944       2.9388       2.3892       2.8786       2.4399
    1945       3.0844       2.4166       2.3964       2.6072
    1946       2.9045       2.4371       2.2377       2.6110
    1947       3.2054       2.2972       2.0510       2.3372
    1948       2.9250       2.3460       2.6187       2.4467
    1949       3.0387       2.3834       2.3405       2.4466
    1950       2.7825       2.3015       2.9499       2.6603
    1951       2.5028       2.4236       2.6514       2.7706
    1952       2.9030       2.3818       1.9518       2.4125
    1953       2.6987       2.6852       2.7736       2.7323
    1954       2.5791       2.7107       2.3600       2.5242
    1955       3.1920       2.3497       2.3702       2.4722
    1956       3.5011       2.3059       2.9207       2.7184
    1957       3.1969       2.3511       2.4841       2.4194
    1958       3.2873       2.2736       2.5753       2.7609
    1959       3.1290       2.1316       3.0712       2.6487
    1960       3.0544       2.3387       2.6115       2.4653
    1961       3.1365       2.1039       3.5581       2.8307
    1962       3.4311       2.6705       2.5992       2.6022
    1963       3.1824       2.4757       2.0568       2.7751
    1964       3.0044       2.3277       2.0142       2.4928
    1965       3.2407       2.4777       2.4284       2.4676
    1966       3.1902       2.3097       2.9847       2.8193
    1967       2.8109       2.2190       2.4688       2.5376
    1968       3.1509       2.3544       2.2492       2.3737
    1969       2.9806       2.2987       2.3455       2.3748
    1970       3.0670       2.2129       2.9089       2.5384
    1971       3.0210       2.2119       2.7321       2.3998
    1972       3.0344       2.4059       2.4763       2.5843
    1973       3.3634       2.2737       3.1496       2.5483
    1974       3.4195       2.3814       2.5090       2.6307
    1975       3.5377       2.2346       3.1098       2.3493
    1976       3.1813       2.4160       2.5878       2.4863
    1977       3.1783       2.3123       2.5775       2.4419
    1978       3.0826       2.4813       2.7339       2.9240
    1979       3.1773       2.5833       3.2297       2.3301
    1980       3.3240       2.3232       2.8002       2.5124
    1981       3.0139       2.3673       2.7675       2.4784
    1982       2.7997       2.4115       3.3477       2.6465
    1983       2.9142       2.5075       2.4564       2.6115
    1984       2.7049       2.4296       2.4999       2.3609
    1985       3.1653       2.2425       2.2856       2.3681
    1986       3.0741       2.1597       3.3719       2.7115
    1987       3.1416       2.1700       3.3826       2.4319
    1988       3.5413       2.3714       2.8049       2.5764
    1989       2.9367       2.2475       2.6107       2.5857
    1990       3.0606       2.1643       2.5330       2.3620
    1991       3.3267       2.2798       2.5185       2.6310
    1992       3.0367       2.3361       2.4267       2.6261
    1993       3.2380       2.3846       3.6288       2.7722
    1994       3.1394       2.4505       2.9434       2.6332
    1995       3.2730       2.4771       3.0076       2.3429
    1996       2.8953       2.4835       3.2319       2.7605
    1997       3.0829       2.2823       3.3249       2.9966
    1998       2.4743       2.8696       2.7976       2.5852
    1999       2.7463       2.3423       3.1525       2.8851
    2000       2.8839       2.3976       4.3460       3.2966
    2001       3.2159       2.3130       2.6901       2.8600
    2002       3.0297       2.3610       2.8946       2.7289
    2003       2.7161       2.2387       3.1299       2.4204
    2004       3.2016       2.2670       3.4254       2.7345
    2005       3.2092       2.4826       2.0017       2.6844
    2006       3.0680       2.5592       3.7636       2.8384
    2007       3.2873       2.3776       3.8568       2.6723
    2008       3.2424       2.3769       3.4559       2.7903
    2009       3.1326       2.2544       3.7595       2.9104
    2010       3.0881       2.6489       3.4408       2.8050
    2011       3.2945       2.3769       4.1003       2.8073
    2012       3.2510       2.1391       4.2295       2.7535
    2013       3.1877       2.3627       4.2926       3.1111
    2014       3.1305       2.2914       3.8931       3.2318
    2015       3.1906       2.1779       3.7832       3.1014
    2016       3.1745       2.0498       4.5051       3.0835
    2017       3.1953       2.4743       4.0860       3.2590
    2018       3.1779       2.5300       3.5035       2.6411
    2019       3.2395       2.6416       2.7023       2.4251
    2020       3.4963       2.5385       2.8972       2.8548
    2021       3.0987       2.3687       2.6370       2.9896
    2022       3.1724       2.2969       2.7273       2.3045
    2023       3.0368       2.1800       2.2335       2.0782
    2024       2.9533       2.1971       2.3604       2.4270
    2025       2.8043       2.3837       2.8285       2.6050
    2026       2.7559       2.3332       1.9921       2.3302
    2027       3.1488       2.2147       2.8865       2.8127
    2028       3.3065       2.3972       2.3419       2.3163
    2029       3.0540       2.2789       2.0899       2.7656
    2030       3.1956       2.2207       2.1895       2.5706
    2031       2.9323       2.4373       1.9691       2.2549
    2032       2.9491       2.4671       2.1914       2.4914
    2033       3.0286       2.3341       2.7543       2.6831
    2034       3.3828       2.2757       2.4623       2.3356
    2035       3.0218       2.0885       2.1308       2.5687
    2036       2.9526       2.4213       2.5947       2.4947
    2037       3.0249       2.1457       2.4258       2.5628
    2038       3.4702       2.3998       2.9476       2.3579
    2039       3.2723       2.3710       2.2440       2.5196
    2040       3.2058       2.1153       1.9429       2.4916
    2041       3.0688       2.4363       2.9201       2.8636
    2042       3.3693       2.5132       2.4731       2.6210
    2043       3.4650       2.8347       2.2110       2.5900
    2044       3.5329       2.4900       2.7654       2.4592
    2045       3.1142       2.3772       2.7962       2.3757
    2046       3.3345       2.5198       2.6374       2.7681
    2047       3.1061       2.6374       3.0880       2.5602
    2048       3.1737       2.2653       2.3995       2.4883
    2049       3.4184       2.5260       2.2146       2.8545
    2050       2.8459       2.2365       2.7719       2.4213
    2051       3.5000       2.6399       2.6501       2.5947
