#Frame            H-O        H-OG1        H2N-O      H2N-OG1
     603       2.5595       2.7852       2.4716       2.4055
     604       2.5609       2.5592       2.7146       2.3385
     605       2.4839       2.5103       2.8236       2.6592
     606       2.6962       2.9391       2.3493       2.5624
     607       2.8702       2.9080       2.4401       2.3915
     608       2.6443       2.7315       2.3644       2.6075
     609       2.7089       3.0186       2.3204       2.5324
     610       2.5112       3.0665       3.2214       2.6245
     611       2.5256       2.7243       2.9121       2.5097
     612       2.5320       2.7268       2.8373       2.5536
     613       2.4543       2.6482       2.7760       2.9064
     614       2.6055       2.4197       3.1927       2.5009
     615       2.7484       2.6564       3.7567       3.0053
     616       2.5142       3.0436       2.5429       2.2539
     617       2.5482       2.6834       2.7250       2.4957
     618       2.5970       2.8183       2.2042       2.4172
     619       2.3498       2.8658       2.4544       2.7092
     620       2.8777       2.6666       2.5823       2.4685
     621       3.0060       2.7485       3.2223       2.7780
     622       2.4832       2.7404       2.0455       2.5128
     623       2.5502       2.7564       1.9033       2.4324
     624       2.5741       2.6530       1.9435       2.4813
     625       2.9538       2.6096       2.3174       2.6952
     626       2.8140       2.4846       3.2227       3.0698
     627       2.4974       2.7427       2.3212       2.5930
     628       2.5891       2.5763       3.0854       2.9416
     629       2.6324       2.9533       2.0513       2.4708
     630       3.0156       2.7044       2.9406       2.3728
     631       2.7518       2.5058       2.9748       2.5258
     632       2.5199       2.7131       2.6896       2.9949
     633       2.7116       2.8641       2.5580       2.7711
     634       2.6016       2.8931       3.1818       2.6595
     635       2.8319       2.6740       2.8129       2.4293
     636       2.8562       2.6881       2.8516       2.8385
     637       3.0551       2.6121       2.4380       2.6011
     638       2.8250       2.6862       2.1924       2.5264
     639       2.8213       2.3525       2.8921       2.7876
     640       2.7417       2.3761       3.2246       2.6679
     641       2.8197       2.4557       2.2446       2.4872
     642       3.1974       2.5152       2.3669       2.3687
     643       2.8661       2.5019       3.0372       2.7518
     644       3.1487       2.5565       2.8090       2.5348
     645       3.1331       2.5520       2.6169       2.8525
     646       2.9344       2.6504       2.7040       2.4963
     647       3.3407       2.3733       3.0853       2.9251
     648       3.0651       2.5599       2.9994       2.7669
     649       3.1057       2.6245       2.5993       2.8421
     650       3.0174       2.6767       2.0535       2.6256
     651       2.8306       2.8120       3.8587       3.0007
     652       2.2309       2.7638       2.3991       2.7001
     653       2.6615       2.7908       2.3275       2.2280
     654       2.4497       2.6696       2.0832       2.3311
     655       2.7180       2.5018       2.1428       2.4811
     656       3.0747       2.5846       2.3825       2.5986
     657       2.6924       2.6955       2.6219       2.3433
     658       2.4231       2.7579       3.2995       2.6809
     659       2.7479       2.7051       3.2199       2.6355
     660       2.5793       2.8054       2.8154       2.6680
     661       2.3901       2.6670       3.4670       2.7272
     662       2.4707       3.3130       2.8436       2.3317
     663       2.6450       2.8218       2.5827       2.5564
     664       2.5335       2.9183       2.1773       2.5090
     665       2.2696       2.8686       2.7038       2.5222
     666       2.7929       2.6641       3.2962       2.8047
     667       2.6017       2.5592       3.1145       2.5052
     668       2.6438       2.8300       2.0768       2.4650
     669       3.3380       2.5422       2.7740       2.6090
     670       2.9467       2.9401       3.0291       2.7219
     671       2.7829       2.6166       2.6866       2.4233
     672       2.8152       2.6748       3.3309       2.5443
     673       2.7116       2.5102       2.9040       2.5884
     674       2.4264       2.5932       1.9772       2.3799
     675       2.7493       2.5404       2.2636       2.4134
     676       3.2465       2.5926       2.9088       2.6111
     677       2.4784       2.5530       2.5842       2.3942
     678       3.0764       2.3810       3.0825       2.9292
     679       2.4182       2.7726       2.3632       2.3127
     680       2.5193       2.7223       2.3014       2.6711
     681       2.8009       2.8127       2.8080       2.3256
     682       3.2703       2.4812       2.3424       2.7055
     683       3.2783       2.9744       2.7767       2.1665
     684       3.3444       2.7716       2.2182       2.2692
     685       3.1891       2.5493       2.0966       2.4078
     686       3.4899       2.6217       3.0265       2.3249
     687       2.9797       2.5958       2.3667       2.4575
     688       3.3286       2.4862       2.4070       2.5974
     689       2.5247       3.0491       2.2844       2.3915
     690       2.5578       3.0593       2.5238       2.6204
     691       2.4663       2.7294       2.6059       2.2337
     692       2.5619       3.0374       3.1452       2.5996
     693       2.5152       3.1646       3.5666       2.8058
     694       2.3815       2.7946       2.6251       2.4458
     695       2.8496       2.8493       2.8202       2.5302
     696       2.5405       2.7064       2.0465       2.4692
     697       2.3273       2.6720       2.2798       2.6124
     698       2.3310       3.0781       2.7367       2.5024
     699       2.5067       2.9054       3.5037       2.1446
     700       2.8673       2.4584       2.6776       2.6998
     701       3.2918       2.4563       2.7293       2.3356
     702       2.5393       2.8336       3.4033       2.5421
     703       3.1904       2.5848       1.9428       2.6549
     704       3.2222       2.5850       2.7840       2.6647
     705       3.4229       2.4450       3.3542       3.0641
     706       3.1855       2.6938       2.4408       2.6886
     707       3.4805       2.4704       3.5794       2.9128
     708       3.5793       2.4067       3.1628       2.8939
     709       3.1346       2.3055       2.9985       2.6692
     710       3.6573       2.8798       3.2071       2.8358
     711       3.3749       2.6729       2.4427       2.5277
     712       2.7890       2.4234       2.0899       2.4661
     713       3.2655       2.4086       3.1040       2.7361
     714       2.4483       3.0078       2.4405       2.5377
     715       3.2640       2.4915       3.2233       2.6692
     716       3.1609       2.4170       3.0703       2.5199
     717       3.1652       2.3151       3.1701       2.9107
     718       3.3503       2.4657       4.2362       3.1399
     719       3.2023       2.1336       2.5344       2.4901
     720       3.0314       2.4187       2.3678       2.4923
     721       3.2594       2.3410       2.2481       2.5646
     722       2.8928       2.3059       2.5292       2.7001
     723       3.2384       2.3856       2.7726       2.6864
     724       3.2854       2.4263       2.3172       2.5270
     725       2.2587       3.1790       2.7685       2.4679
     726       2.9256       2.4037       2.5092       2.4782
     727       3.3823       2.1925       2.3142       2.4458
     728       3.2604       2.3094       3.6752       3.0171
     729       3.0966       2.4901       3.1193       2.7921
     730       3.2772       2.3049       2.7333       2.5007
     731       3.3753       2.4411       2.6376       2.4786
     732       3.2337       2.3516       3.0750       2.6808
     733       2.9971       2.5450       3.3209       2.9616
     734       3.2991       2.4673       3.5236       2.8086
     735       3.4568       2.3701       3.0986       2.8437
     736       3.6337       2.5746       3.5032       2.7559
     737       3.3947       2.5704       2.2969       2.4785
     738       3.1425       2.6568       2.7716       2.7286
